shipment_id_raw,po_id_raw,tracking_id_raw,carrier_id_raw,supplier_handover_date_raw,ship_date_raw,expected_arrival_date_raw,destination_warehouse_id_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
SHP-00000202,PO-00000208,TRK-52718052,Local-Post,2025-08-09 16:00:00,2025-08-09 16:00:00,2025-08-14 16:00:00,WH-BLR-04,SAP_TM,2025-08-09 18:40:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000203,PO-00000209,TRK-80510367,DHL Express,2025-08-10 15:00:00,2025-08-10 15:00:00,2025-08-12 15:00:00,WH-MUM-03,SAP_TM,2025-08-10 15:46:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000204,PO-00000210,TRK-40865939,FedEx,2025-08-16 16:00:00,2025-08-16 16:00:00,2025-08-19 16:00:00,WH-LKO-01,SAP_TM,2025-08-16 17:55:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000205,PO-00000211,TRK-89439207,Local-Post,2025-08-20 09:00:00,2025-08-20 09:00:00,2025-08-25 09:00:00,WH-BLR-04,SAP_TM,2025-08-20 10:09:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000206,PO-00000212,TRK-61728636,DHL Express,2025-08-16 12:00:00,2025-08-16 12:00:00,2025-08-18 12:00:00,WH-MUM-03,SAP_TM,2025-08-18 14:36:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000207,PO-00000213,TRK-90806088,Oceanic Freight,2025-08-13 11:00:00,2025-08-13 11:00:00,2025-08-22 11:00:00,WH-MUM-03,SAP_TM,2025-08-13 11:52:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000208,PO-00000214,TRK-57023681,FedEx,2025-08-17 14:00:00,2025-08-17 14:00:00,2025-08-20 14:00:00,WH-DEL-02,SAP_TM,2025-08-17 14:27:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000209,PO-00000215,TRK-17896019,Local-Post,2025-08-22 14:00:00,2025-08-22 14:00:00,2025-08-27 14:00:00,WH-MUM-03,SAP_TM,2025-08-22 14:47:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000210,PO-00000216,TRK-42803866,Oceanic Freight,2025-08-15 09:00:00,2025-08-15 09:00:00,2025-08-24 09:00:00,WH-BLR-04,SAP_TM,2025-08-15 11:10:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000211,PO-00000217,TRK-29136406,FedEx,2025-08-18 13:00:00,2025-08-18 13:00:00,2025-08-21 13:00:00,WH-LKO-01,SAP_TM,2025-08-18 15:51:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000212,PO-00000218,TRK-59603698,FedEx,2025-08-19 08:00:00,2025-08-19 08:00:00,2025-08-22 08:00:00,WH-MUM-03,SAP_TM,2025-08-19 09:40:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000213,PO-00000219,TRK-60653034,FedEx,2025-08-26 09:00:00,2025-08-26 09:00:00,2025-08-29 09:00:00,WH-DEL-02,SAP_TM,2025-08-26 10:49:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000214,PO-00000220,TRK-65194364,DHL Express,2025-08-12 15:00:00,2025-08-12 15:00:00,2025-08-14 15:00:00,WH-MUM-03,SAP_TM,2025-08-12 16:24:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000215,PO-00000221,TRK-88838574,DHL Express,2025-08-13 10:00:00,2025-08-13 10:00:00,2025-08-15 10:00:00,WH-LKO-01,SAP_TM,2025-08-13 12:12:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000216,PO-00000222,TRK-56058140,DHL Express,2025-08-27 16:00:00,2025-08-27 16:00:00,2025-08-29 16:00:00,WH-LKO-01,SAP_TM,2025-08-27 16:28:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000217,PO-00000223,TRK-99157785,DHL Express,2025-08-16 15:00:00,2025-08-16 15:00:00,2025-08-18 15:00:00,WH-MUM-03,SAP_TM,2025-08-16 15:09:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000218,PO-00000224,TRK-24905753,Local-Post,2025-08-19 11:00:00,2025-08-19 11:00:00,2025-08-24 11:00:00,WH-BLR-04,SAP_TM,2025-08-19 13:14:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000219,PO-00000225,TRK-14044918,Oceanic Freight,2025-08-17 14:00:00,2025-08-17 14:00:00,2025-08-26 14:00:00,WH-BLR-04,SAP_TM,2025-08-17 15:15:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000220,PO-00000226,TRK-46185226,Local-Post,2025-08-16 09:00:00,2025-08-16 09:00:00,2025-08-21 09:00:00,WH-BLR-04,SAP_TM,2025-08-16 11:28:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000221,PO-00000228,TRK-80594251,Oceanic Freight,2025-08-20 12:00:00,2025-08-20 12:00:00,2025-08-29 12:00:00,WH-LKO-01,SAP_TM,2025-08-20 13:48:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000222,PO-00000229,TRK-61532287,DHL Express,2025-08-24 10:00:00,2025-08-24 10:00:00,2025-08-26 10:00:00,WH-MUM-03,SAP_TM,2025-08-27 12:36:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000223,PO-00000230,TRK-40963372,DHL Express,2025-08-16 14:00:00,2025-08-16 14:00:00,2025-08-18 14:00:00,WH-LKO-01,SAP_TM,2025-08-16 14:37:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000224,PO-00000231,TRK-16245468,DHL Express,2025-08-19 08:00:00,2025-08-19 08:00:00,2025-08-21 08:00:00,WH-MUM-03,SAP_TM,2025-08-19 10:30:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000225,PO-00000232,TRK-15725523,Oceanic Freight,2025-08-18 13:00:00,2025-08-18 13:00:00,2025-08-27 13:00:00,WH-BLR-04,SAP_TM,2025-08-18 13:38:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000226,PO-00000233,TRK-85974474,Local-Post,2025-09-01 16:00:00,2025-09-01 16:00:00,2025-09-06 16:00:00,WH-MUM-03,SAP_TM,2025-09-01 18:02:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000227,PO-00000234,TRK-50070336,Local-Post,2025-08-16 12:00:00,2025-08-16 12:00:00,2025-08-21 12:00:00,WH-DEL-02,SAP_TM,2025-08-16 14:36:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000228,PO-00000235,TRK-71745677,Local-Post,2025-08-22 12:00:00,2025-08-22 12:00:00,2025-08-27 12:00:00,WH-MUM-03,SAP_TM,2025-08-22 12:59:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000229,PO-00000236,TRK-97274179,Local-Post,2025-08-31 10:00:00,2025-08-31 10:00:00,2025-09-05 10:00:00,WH-MUM-03,SAP_TM,2025-08-31 10:01:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000230,PO-00000237,TRK-47822750,Local-Post,2025-08-21 16:00:00,2025-08-21 16:00:00,2025-08-26 16:00:00,WH-MUM-03,SAP_TM,2025-08-21 18:00:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000231,PO-00000238,TRK-59227765,DHL Express,2025-08-25 10:00:00,2025-08-25 10:00:00,2025-08-27 10:00:00,WH-MUM-03,SAP_TM,2025-08-25 10:42:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000232,PO-00000239,TRK-11507048,Local-Post,2025-08-23 13:00:00,2025-08-23 13:00:00,2025-08-28 13:00:00,WH-BLR-04,SAP_TM,2025-08-23 14:58:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000233,PO-00000240,TRK-56946613,Oceanic Freight,2025-08-28 09:00:00,2025-08-28 09:00:00,2025-09-06 09:00:00,WH-LKO-01,SAP_TM,2025-08-28 10:07:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000234,PO-00000241,TRK-38135307,FedEx,2025-08-30 10:00:00,2025-08-30 10:00:00,2025-09-02 10:00:00,WH-BLR-04,SAP_TM,2025-08-30 12:13:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000235,PO-00000242,TRK-85613951,Oceanic Freight,2025-08-27 08:00:00,2025-08-27 08:00:00,2025-09-05 08:00:00,WH-LKO-01,SAP_TM,2025-08-27 08:56:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000236,PO-00000244,TRK-32276297,Oceanic Freight,2025-08-24 08:00:00,2025-08-24 08:00:00,2025-09-02 08:00:00,WH-BLR-04,SAP_TM,2025-08-24 09:11:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000237,PO-00000245,TRK-48242903,Local-Post,2025-08-28 12:00:00,2025-08-28 12:00:00,2025-09-02 12:00:00,WH-BLR-04,SAP_TM,2025-08-28 14:58:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000238,PO-00000246,TRK-81617235,Local-Post,2025-08-24 10:00:00,2025-08-24 10:00:00,2025-08-29 10:00:00,WH-LKO-01,SAP_TM,2025-08-24 11:31:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000239,PO-00000247,TRK-98104552,Oceanic Freight,2025-08-31 14:00:00,2025-08-31 14:00:00,2025-09-09 14:00:00,WH-LKO-01,SAP_TM,2025-08-31 16:04:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000240,PO-00000248,TRK-52611167,DHL Express,2025-08-27 09:00:00,2025-08-27 09:00:00,2025-08-29 09:00:00,WH-MUM-03,SAP_TM,2025-08-27 10:55:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000241,PO-00000249,TRK-73305235,Local-Post,2025-08-30 08:00:00,2025-08-30 08:00:00,2025-09-04 08:00:00,WH-LKO-01,SAP_TM,2025-08-30 10:00:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000242,PO-00000250,TRK-69435161,Local-Post,2025-09-05 16:00:00,2025-09-05 16:00:00,2025-09-10 16:00:00,WH-BLR-04,SAP_TM,2025-09-05 18:23:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000243,PO-00000251,TRK-17908236,DHL Express,2025-08-26 12:00:00,2025-08-26 12:00:00,2025-08-28 12:00:00,WH-MUM-03,SAP_TM,2025-08-26 14:10:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000244,PO-00000252,TRK-34487101,Local-Post,2025-08-29 15:00:00,2025-08-29 15:00:00,2025-09-03 15:00:00,WH-BLR-04,SAP_TM,2025-08-29 17:10:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000245,PO-00000253,TRK-51472933,DHL Express,2025-08-27 12:00:00,2025-08-27 12:00:00,2025-08-29 12:00:00,WH-LKO-01,SAP_TM,2025-08-27 12:03:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000246,PO-00000254,TRK-58205425,Local-Post,2025-09-01 11:00:00,2025-09-01 11:00:00,2025-09-06 11:00:00,WH-LKO-01,SAP_TM,2025-09-01 11:18:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000247,PO-00000255,TRK-14817330,Oceanic Freight,2025-09-02 11:00:00,2025-09-02 11:00:00,2025-09-11 11:00:00,WH-DEL-02,SAP_TM,2025-09-02 11:58:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000248,PO-00000256,TRK-59984471,DHL Express,2025-09-06 15:00:00,2025-09-06T15:00:00Z,2025-09-08 15:00:00,WH-DEL-02,SAP_TM,2025-09-06 16:25:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000249,PO-00000257,TRK-10981191,Local-Post,2025-09-02 16:00:00,2025-09-02 16:00:00,2025-09-07 16:00:00,WH-MUM-03,SAP_TM,2025-09-02 18:36:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000250,PO-00000258,TRK-57303511,Local-Post,2025-09-04 10:00:00,2025-09-04 10:00:00,2025-09-09 10:00:00,WH-BLR-04,SAP_TM,2025-09-04 11:27:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000251,PO-00000259,TRK-75403216,DHL Express,2025-09-05 12:00:00,2025-09-05T12:00:00+05:30,2025-09-07 12:00:00,WH-LKO-01,SAP_TM,2025-09-05 13:03:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000252,PO-00000260,TRK-60727635,DHL Express,2025-09-05 14:00:00,2025-09-05 14:00:00,2025-09-07 14:00:00,WH-DEL-02,SAP_TM,2025-09-05 15:43:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000253,PO-00000261,TRK-55094970,FedEx,2025-08-30 11:00:00,2025-08-30 11:00:00,2025-09-02 11:00:00,WH-MUM-03,SAP_TM,2025-08-30 11:52:00,2026-08-05 02:59:59,BATCH_202508_RAW_INBOUND_SHIPMENTS
SHP-00000254,PO-00000262,TRK-39807069,FedEx,2025-09-04 09:00:00,2025-09-04 09:00:00,2025-09-07 09:00:00,WH-LKO-01,SAP_TM,2025-09-04 10:46:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000255,PO-00000263,TRK-94123427,Local-Post,2025-09-05 11:00:00,05/09/2025,2025-09-10 11:00:00,WH-LKO-01,SAP_TM,2025-09-05 11:43:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000256,PO-00000264,TRK-22854050,Oceanic Freight,2025-09-04 15:00:00,2025-09-04 15:00:00,2025-09-13 15:00:00,WH-BLR-04,SAP_TM,2025-09-04 17:05:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000257,PO-00000265,TRK-74742547,DHL Express,2025-09-04 08:00:00,2025-09-04 08:00:00,2025-09-06 08:00:00,WH-BLR-04,SAP_TM,2025-09-04 08:16:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000258,PO-00000266,TRK-57943881,FedEx,2025-09-02 11:00:00,2025-09-02 11:00:00,2025-09-05 11:00:00,WH-BLR-04,SAP_TM,2025-09-02 11:52:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000259,PO-00000267,TRK-86340899,Local-Post,2025-09-04 16:00:00,2025-09-04 16:00:00,2025-09-09 16:00:00,WH-LKO-01,SAP_TM,2025-09-04 18:40:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000260,PO-00000268,TRK-86326900,Oceanic Freight,2025-09-05 08:00:00,45905,2025-09-14 08:00:00,WH-MUM-03,SAP_TM,2025-09-05 10:56:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000261,PO-00000269,TRK-70975314,FedEx,2025-09-08 11:00:00,2025-09-08T11:00:00Z,2025-09-11 11:00:00,WH-MUM-03,SAP_TM,2025-09-08 11:46:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000262,PO-00000270,TRK-11856593,Oceanic Freight,2025-09-06 08:00:00,2025-09-06 08:00:00,2025-09-15 08:00:00,WH-BLR-04,SAP_TM,2025-09-06 09:01:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000263,PO-00000271,TRK-22567027,Oceanic Freight,2025-09-02 11:00:00,2025-09-02 11:00:00,2025-09-11 11:00:00,WH-LKO-01,SAP_TM,2025-09-02 11:06:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000264,PO-00000272,TRK-22196678,Oceanic Freight,2025-09-06 10:00:00,2025-09-06 10:00:00,2025-09-15 10:00:00,WH-LKO-01,SAP_TM,2025-09-06 11:05:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000265,PO-00000273,TRK-37564580,FedEx,2025-09-09 09:00:00,2025-09-09 09:00:00,2025-09-12 09:00:00,WH-MUM-03,SAP_TM,2025-09-09 09:19:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000266,PO-00000274,TRK-72636486,Local-Post,45907,2025-09-07 16:00:00,2025-09-12 16:00:00,WH-MUM-03,SAP_TM,2025-09-07 19:00:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000267,PO-00000275,TRK-88086227,Local-Post,2025-09-06 16:00:00,2025-09-06 16:00:00,2025-09-11 16:00:00,WH-MUM-03,SAP_TM,2025-09-06 16:15:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000268,PO-00000276,TRK-37201143,Local-Post,2025-09-10 15:00:00,2025-09-10 15:00:00,2025-09-15 15:00:00,WH-BLR-04,SAP_TM,2025-09-10 17:32:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000269,PO-00000277,TRK-54259205,DHL Express,2025-09-02 09:00:00,2025-09-02 09:00:00,2025-09-04 09:00:00,WH-DEL-02,SAP_TM,2025-09-02 11:19:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000270,PO-00000278,TRK-19943835,FedEx,2025-09-01 12:00:00,2025-09-01 12:00:00,2025-09-04 12:00:00,WH-BLR-04,SAP_TM,2025-09-01 13:00:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000271,PO-00000279,TRK-54886150,Oceanic Freight,2025-09-02 13:00:00,2025-09-02 13:00:00,2025-09-11 13:00:00,WH-DEL-02,SAP_TM,2025-09-02 13:34:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000272,PO-00000280,TRK-86214545,Local-Post,2025-09-08 12:00:00,2025-09-08 12:00:00,2025-09-13 12:00:00,WH-LKO-01,SAP_TM,2025-09-08 14:57:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000273,PO-00000281,TRK-97689269,FedEx,09-11-2025,11/09/2025,14/09/2025,WH-MUM-03,SAP_TM,2025-09-11 09:46:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000274,PO-00000282,TRK-51571913,Oceanic Freight,2025-09-08 14:00:00,2025-09-08 14:00:00,2025-09-17 14:00:00,WH-BLR-04,SAP_TM,2025-09-08 15:34:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000275,PO-00000283,TRK-11436072,Oceanic Freight,2025-09-19 09:00:00,2025-09-19 09:00:00,2025-09-28 09:00:00,WH-BLR-04,SAP_TM,2025-09-19 10:52:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000276,PO-00000284,TRK-74827477,FedEx,2025-09-05 15:00:00,2025-09-05 15:00:00,2025-09-08 15:00:00,WH-BLR-04,SAP_TM,2025-09-05 16:16:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000277,PO-00000285,TRK-36286516,FedEx,2025-09-24 16:00:00,2025-09-24 16:00:00,2025-09-27 16:00:00,WH-MUM-03,SAP_TM,2025-09-24 17:27:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000278,PO-00000286,TRK-54224291,Local-Post,2025-09-13 13:00:00,2025-09-13 13:00:00,2025-09-18 13:00:00,WH-LKO-01,SAP_TM,2025-09-13 14:37:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000279,PO-00000287,TRK-36604808,Local-Post,2025-09-21 15:00:00,2025-09-21 15:00:00,2025-09-26 15:00:00,WH-LKO-01,SAP_TM,2025-09-21 16:09:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000280,PO-00000288,TRK-28261779,Local-Post,2025-09-10 08:00:00,2025-09-10 08:00:00,2025-09-15 08:00:00,WH-DEL-02,SAP_TM,2025-09-10 10:55:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000281,PO-00000289,TRK-68965449,Oceanic Freight,2025-09-13 13:00:00,2025-09-13 13:00:00,2025-09-22 13:00:00,WH-DEL-02,SAP_TM,2025-09-13 13:15:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000282,PO-00000290,TRK-71022865,FedEx,2025-09-21T10:00:00Z,2025-09-21 10:00:00,2025-09-24 10:00:00,WH-MUM-03,SAP_TM,2025-09-21 11:16:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000283,PO-00000291,TRK-36572643,DHL Express,2025-09-14 13:00:00,2025-09-14 13:00:00,1758007800,WH-MUM-03,SAP_TM,2025-09-14 13:45:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000284,PO-00000292,TRK-81296082,Oceanic Freight,2025-09-16 11:00:00,2025-09-16 11:00:00,2025-09-25 11:00:00,WH-BLR-04,SAP_TM,2025-09-16 13:34:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000285,PO-00000293,TRK-45834517,DHL Express,2025-09-11 09:00:00,2025-09-11 09:00:00,2025-09-13 09:00:00,WH-LKO-01,SAP_TM,2025-09-11 09:10:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000286,PO-00000294,TRK-25848380,FedEx,2025-09-15 12:00:00,2025-09-15 12:00:00,2025-09-18 12:00:00,WH-MUM-03,SAP_TM,2025-09-15 14:18:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000287,PO-00000295,TRK-44191906,DHL Express,2025-09-18 08:00:00,2025-09-18 08:00:00,2025-09-20 08:00:00,WH-LKO-01,SAP_TM,2025-09-18 08:25:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000288,PO-00000296,TRK-56927939,Local-Post,2025-09-24 16:00:00,2025-09-24 16:00:00,2025-09-29 16:00:00,WH-BLR-04,SAP_TM,2025-09-24 17:40:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000289,PO-00000297,TRK-61218679,Local-Post,2025-09-15 11:00:00,2025-09-15 11:00:00,2025-09-20 11:00:00,WH-BLR-04,SAP_TM,2025-09-15 12:13:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000290,PO-00000298,TRK-87291179,DHL Express,2025-09-28 13:00:00,2025-09-28 13:00:00,1759217400,WH-MUM-03,SAP_TM,2025-09-28 13:33:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000291,PO-00000299,trk-45477846,FedEx,2025-09-18 13:00:00,2025-09-18 13:00:00,2025-09-21 13:00:00,WH-DEL-02,SAP_TM,2025-09-18 14:32:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000292,PO-00000300,TRK-47881163,FedEx,2025-09-21 11:00:00,09-21-2025,2025-09-24 11:00:00,WH-BLR-04,SAP_TM,2025-09-21 12:20:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000293,PO-00000301,TRK-48567464,Oceanic Freight,09-23-2025,2025-09-23 08:00:00,2025-10-02 08:00:00,WH-LKO-01,SAP_TM,2025-09-23 10:20:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000294,PO-00000302,TRK-14585800,Local-Post,2025-09-18 11:00:00,2025-09-18 11:00:00,2025-09-23 11:00:00,WH-BLR-04,SAP_TM,2025-09-18 12:12:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000295,PO-00000303,TRK-16365694,DHL Express,2025-09-30 15:00:00,2025-09-30 15:00:00,2025-10-02 15:00:00,WH-BLR-04,SAP_TM,2025-09-30 15:59:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000296,PO-00000304,TRK-88047610,Local-Post,2025-09-22 14:00:00,2025-09-22 14:00:00,2025-09-27 14:00:00,WH-DEL-02,SAP_TM,2025-09-22 15:07:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000297,PO-00000305,TRK-39037760,DHL Express,2025-09-25 15:00:00,2025-09-25 15:00:00,2025-09-27 15:00:00,WH-LKO-01,SAP_TM,2025-09-25 16:05:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000298,PO-00000306,TRK-95951826,Local-Post,2025-09-27 08:00:00,2025-09-27T08:00:00Z,2025-10-02 08:00:00,WH-MUM-03,SAP_TM,2025-10-01 10:38:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000299,PO-00000307,TRK-19721084,Local-Post,2025-10-01 12:00:00,2025-10-01 12:00:00,2025-10-06 12:00:00,WH-LKO-01,SAP_TM,2025-10-01 12:56:00,2026-08-05 02:59:59,BATCH_202510_RAW_INBOUND_SHIPMENTS
SHP-00000300,PO-00000308,TRK-91609583,FedEx,2025-10-02 15:00:00,2025-10-02 15:00:00,2025-10-05 15:00:00,WH-MUM-03,SAP_TM,2025-10-02 16:28:00,2026-08-05 02:59:59,BATCH_202510_RAW_INBOUND_SHIPMENTS
SHP-00000301,PO-00000309,TRK-46595238,FedEx,2025-09-25 15:00:00,2025-09-25 15:00:00,2025-09-28 15:00:00,WH-LKO-01,SAP_TM,2025-09-25 17:43:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
SHP-00000302,PO-00000310,TRK-82321530,Oceanic Freight,2025-09-25 14:00:00,2025-09-25 14:00:00,2025-10-04 14:00:00,WH-LKO-01,SAP_TM,2025-09-25 14:32:00,2026-08-05 02:59:59,BATCH_202509_RAW_INBOUND_SHIPMENTS
